20000 50000
3772 17889 32
731 11282 30
2692 2122 68
2035 7163 21
18730 17467 64
15948 14455 96
12357 11837 71
9884 6711 4
15706 7977 56
17684 19579 3
1174 15405 72
8410 19389 77
1996 9989 30
18333 7590 20
7966 12327 69
13811 9458 85
1110 5490 54
4350 15418 15
12473 16139 22
5169 7289 100
12758 18154 83
5179 18470 65
17476 1483 1
16629 13897 66
11032 675 54
12014 1759 11
13187 344 33
5541 19093 86
1666 17853 85
2907 838 62
16428 4948 94
5679 17011 4
7529 10897 90
774 4932 40
12599 12504 52
15381 15547 87
15151 4664 21
6731 11838 65
11926 16321 86
2255 19616 77
14166 9501 71
7052 18971 16
7218 14806 99
2589 14400 28
16437 2999 26
4747 2322 7
16632 13125 76
8960 994 43
13652 11088 95
15092 8924 82
4541 2216 80
2661 16240 53
19364 5101 11
13125 5225 32
3430 966 70
3088 4030 93
3828 15939 29
12011 5892 70
127 19321 44
2526 5599 78
15472 12931 59
12427 15776 16
1192 39 97
13675 17654 79
14934 17859 23
17118 19716 13
19372 14592 56
13252 4509 90
9720 12797 32
11278 3587 52
3159 13393 65
1341 18272 67
14653 11533 2
2381 1322 8
14207 10094 68
6452 1548 59
14853 12468 78
13214 3919 78
10598 12204 50
13532 16431 76
17521 5675 52
10735 15150 48
14905 6954 17
8110 18453 49
6004 13671 59
13319 6132 37
13711 2069 27
5296 8150 10
4870 4690 66
7607 6265 36
7207 3493 99
1110 1114 13
501 8297 60
19215 16352 6
5858 4677 59
11535 10295 21
9509 16555 65
13087 11241 80
6213 13104 2
5557 16817 36
16685 7286 56
15497 8621 39
4537 15837 77
14154 19479 71
15430 15943 35
249 14177 47
67 125 53
13627 13691 3
11196 4166 90
6105 19170 16
17319 18216 95
16454 2984 13
14130 17248 8
17819 1768 53
14180 7980 47
1628 15702 2
1019 2007 19
11954 4478 47
16845 1674 30
8649 10231 60
18486 9925 68
18410 17575 88
6895 15667 96
2746 3569 42
11319 8047 98
7639 16727 79
111 9420 29
12599 7688 62
3196 8793 24
13901 12241 5
15850 13023 94
9671 14199 15
3358 1448 27
19505 4864 34
11817 11999 30
8614 18022 1
8731 640 44
17232 17510 40
19923 16509 99
1678 7223 93
16618 12909 98
11805 12452 24
4069 10929 75
13089 19574 86
192 16235 15
4709 17426 60
12368 13587 60
12417 4016 37
13303 7130 85
2152 6808 49
11826 17398 94
10472 4368 47
7579 9441 74
13941 935 18
8111 19771 21
9371 4550 44
10011 1833 57
5941 12046 83
13402 18403 63
3309 3869 7
4877 9305 90
636 19891 63
7538 17486 71
9896 7694 90
5391 16844 50
7676 16391 29
252 7263 19
5184 3763 9
2859 2237 94
8537 2529 83
1793 15689 83
11919 3670 51
12397 7961 85
16706 2255 82
13541 8286 60
8354 745 38
6723 4046 89
17169 6279 59
19936 6561 34
406 11917 9
13408 2887 62
8295 10369 4
11640 16662 14
3003 603 22
18800 777 78
8351 12545 49
11694 2708 31
6803 2638 46
1513 14863 30
6751 13514 91
6411 16328 31
5573 6041 39
9338 13508 98
5764 12184 56
13364 14423 92
15515 12727 39
1441 1283 80
1678 3081 71
18194 18263 91
4418 13301 67
5089 18998 39
14263 14131 40
9824 18402 11
7284 17566 39
7719 14932 74
6484 14576 64
15081 12209 86
9332 8088 10
12566 10335 84
18316 15862 84
8408 7597 44
14641 106 90
692 16051 24
159 19190 32
10080 3455 15
5543 5039 52
19796 19853 97
13228 12443 69
11733 8316 72
11353 9152 65
14938 12838 90
2864 5867 19
8119 11896 65
18195 15353 32
14008 8269 82
11267 17443 70
11559 1019 39
2220 11789 29
1754 16302 82
18781 436 57
16863 12103 48
4406 13759 1
15660 2971 98
18100 604 84
2109 2013 30
6424 1619 4
14590 407 69
4644 1570 47
19273 19917 43
2248 14126 99
8859 15415 64
19815 1783 54
10574 3284 48
6371 9313 5
15032 2611 23
16128 17920 23
1153 15762 86
19070 171 19
9795 4549 3
1221 19621 4
6032 3412 80
10220 9116 76
570 5288 4
10062 14585 87
14861 14456 21
15954 13743 45
5342 12356 52
556 3793 53
4473 5023 35
19307 14272 27
3660 3502 35
16943 4783 29
7488 3984 69
8678 1345 60
3616 3853 63
5247 2914 50
5149 18260 11
6674 2568 11
8825 1008 31
8687 7028 89
2568 15048 26
9064 10404 87
1917 18683 14
14888 4891 13
6399 1597 60
18915 152 3
3876 15871 35
18946 2973 62
7693 17363 23
12004 12134 87
3881 4844 36
6735 6776 5
15315 6162 49
1387 15706 76
1201 2579 1
15621 18566 1
3334 1259 30
18564 14552 35
16562 1933 71
10583 12955 65
6641 8000 84
7524 8477 89
17293 11939 79
9310 16893 55
8731 14943 99
12071 6077 72
8540 10073 2
14769 8958 56
2018 10390 16
10028 16612 41
13327 13420 55
2201 1469 86
11849 8263 78
9167 4590 42
7182 1906 24
15819 6482 10
19438 10548 7
9980 14172 84
195 14806 90
414 15933 54
1806 10162 22
10085 2347 99
615 11655 72
12580 13530 27
2939 1802 64
1380 5948 17
8609 5723 55
7607 14340 70
9509 18241 50
12964 12802 90
15971 5662 7
18397 18969 61
10319 18011 10
2776 1215 5
6494 3558 56
2950 10763 53
4818 859 92
12695 7834 40
4232 13562 92
8460 15360 83
10901 5239 40
16358 3023 32
15958 18813 79
2852 14741 66
2057 4385 92
5414 2420 94
6371 9714 28
10816 941 45
16751 13581 15
18558 14434 36
6652 16151 38
12591 2362 53
16171 10042 75
12275 3869 41
7078 14123 41
15580 4469 56
8162 16563 50
14356 12499 97
13987 1604 24
4598 6044 84
14093 19477 72
3294 4189 61
17577 9871 92
6882 15056 59
16435 1692 67
17893 2495 88
1480 3113 66
5518 8742 5
197 280 2
19034 3521 1
8204 527 51
17682 17795 64
11853 17514 38
182 836 12
10023 2057 46
13795 14596 37
6978 3086 63
10500 7200 43
13012 4263 28
2240 17917 57
10700 7030 13
2410 11522 9
12330 12656 79
12805 18441 40
16534 7523 96
606 5315 28
17638 10534 39
12319 3683 32
6621 4951 22
16187 19474 65
5777 8670 27
18717 19119 81
7925 5027 25
10289 17232 14
13611 1982 80
8216 2393 11
5355 12762 30
14772 18743 88
15408 5774 69
1943 11018 9
7702 17034 15
15145 19017 54
2989 10801 97
9949 12544 58
16974 13659 98
1751 11383 93
18777 14725 41
1826 11303 15
10625 6181 8
10603 15302 27
15194 4844 96
3973 15782 67
16140 7665 42
9201 2228 30
14634 15827 29
17138 17563 25
15391 13444 94
14881 19947 17
17901 2427 78
17711 1928 44
7778 3372 27
13391 1380 91
2402 1162 57
7107 12669 27
6264 14487 42
13521 15828 88
18276 12414 59
5628 16650 4
395 4906 24
14711 5291 18
5403 12745 27
17143 17662 56
17484 4704 35
3472 13301 75
6380 18639 49
10623 7752 4
9292 17995 97
4818 5151 90
14237 19459 13
13625 8462 63
5950 1755 42
14111 12904 77
701 6810 50
15327 15253 9
18594 4009 28
13083 13431 67
19613 1156 7
16046 14716 63
1901 12342 86
16799 7330 32
12501 13047 87
3497 474 3
751 367 23
19368 1295 87
19285 8398 36
10645 12665 8
2361 8670 7
7644 4394 90
10838 16190 45
12834 16797 94
715 9554 11
1098 14496 55
13749 3860 11
3886 19892 82
10377 1302 98
8901 2230 43
12154 11619 91
6764 402 28
19718 1034 17
8597 18268 57
15802 16658 53
14508 10140 37
4821 9670 62
17322 8810 36
17784 4874 3
300 8711 2
2576 12473 19
5634 9593 53
7167 4805 28
1211 7742 42
14897 10361 97
2056 12566 52
8026 5729 66
8687 14779 50
9098 11873 10
1225 16525 74
8499 3375 15
13624 8884 38
6205 10945 100
1003 13583 88
16740 12558 83
10060 16367 92
3053 19365 39
12456 18760 47
15348 2954 41
6781 2281 60
9101 15018 58
18428 8506 44
15778 18475 53
4000 18054 30
17753 4860 89
2509 15192 2
8774 3742 53
1791 1160 25
12053 5611 38
9985 1017 66
2434 18766 12
11484 10081 71
19729 7110 11
1490 2840 7
19901 8799 70
8455 13057 49
17152 9879 70
7276 4854 90
17330 9553 83
11752 10979 22
8919 19573 6
4791 10817 16
4682 16170 97
15503 15253 9
17095 13015 59
14764 3755 21
6650 2593 86
12127 5558 11
13034 637 55
15952 19799 82
4964 17966 99
11677 11768 5
10314 13649 56
4169 12095 31
15820 9048 35
8719 1904 10
6071 18795 67
6584 15046 18
5437 8040 2
16572 34 92
19819 1099 23
8752 17614 60
12728 16998 28
3502 8550 91
13634 16870 100
12978 13169 99
8764 3943 49
13951 17312 53
14313 282 61
2003 9259 60
16532 17886 88
12663 3136 96
11044 7915 46
17256 13359 52
5631 43 65
18431 10740 16
14980 6446 89
4007 18072 83
7163 8747 36
7438 15582 66
945 5076 11
13074 7416 96
12550 14844 92
5730 3279 66
19930 5888 19
13047 16293 53
3788 11540 34
14332 1254 83
1405 3900 14
16749 9815 52
19370 18058 98
18596 8772 32
19943 17043 36
7274 13524 79
14001 12840 48
13487 15627 46
2297 7182 82
12677 8374 79
2769 18582 27
18301 11748 1
342 9295 51
4073 8302 5
1127 3640 100
1951 14644 24
19589 13311 85
5314 13377 53
9218 6070 87
2962 11808 17
11203 9552 85
7858 2403 90
6191 7341 48
3817 17708 28
9437 3997 7
11173 7156 57
5811 14764 75
9028 1248 71
11287 18374 98
17113 9338 2
3151 10682 25
18223 1575 59
13502 9069 56
280 1943 72
4914 18635 83
16510 14768 14
1052 2743 24
3715 2413 1
15782 9917 31
15909 16192 24
16458 47 36
4306 118 37
17589 735 51
11605 16635 41
1758 3476 41
16821 6402 9
2605 2266 79
407 14704 7
17327 19134 2
10281 11243 65
10530 16015 64
7968 13487 65
9502 1091 15
13218 17453 74
11629 10281 49
2568 3336 79
1303 17910 44
6167 9478 29
1811 12245 8
10659 17602 55
6112 16944 81
7655 13341 51
17496 8898 67
12060 14622 60
19739 15884 7
16053 10703 38
17026 4661 23
16123 4451 95
6644 406 14
16280 13082 91
19611 13307 71
12732 17142 9
14528 171 36
14207 17463 91
19950 12945 26
16428 16897 44
5475 250 91
14423 14568 54
13006 6699 27
11970 4499 83
8838 53 7
1341 2324 84
2042 13290 65
13286 823 42
17008 2914 42
11355 12894 74
9632 6001 66
1582 11785 38
10246 7032 78
10165 16563 53
3168 6625 87
18743 9878 16
3638 10080 95
18640 2719 19
16389 854 44
10367 588 96
9893 15563 5
3121 19874 15
18309 15945 51
2779 6725 29
2628 18993 95
17556 7485 89
12634 5665 16
14459 3466 98
3794 4083 58
2061 9272 13
18378 17555 80
12222 1855 99
4351 9164 49
4543 6687 88
11925 1151 90
7734 8993 12
19035 9533 30
8342 10959 51
3544 199 56
18353 18246 59
1060 10104 97
16808 17636 25
5016 4397 52
15897 16988 87
6456 17222 20
2412 12009 61
16444 8073 97
11814 19307 42
16320 3558 48
6566 16195 4
494 2218 33
2524 12658 83
15109 8738 83
5824 18052 13
18844 18008 41
4035 13244 100
13096 4692 52
17673 2903 6
3989 11252 4
16360 13495 75
4766 12537 50
14152 19602 86
19473 11821 50
15643 19567 71
18416 15284 46
10361 17514 37
3111 19254 9
13454 4948 63
7177 14428 52
3264 10827 48
18281 5845 91
13588 15805 39
13532 13934 41
18723 5601 61
17429 19660 30
7896 10911 42
18731 13917 18
15000 6315 93
13394 16380 20
1831 17008 43
19639 17614 72
5419 9413 63
6772 8246 41
9831 18288 10
18387 4589 75
12392 16324 2
3529 10873 24
9041 1459 99
18079 19279 28
16692 19460 32
7247 2039 86
14052 15370 35
7769 2319 90
9761 13444 97
18487 13184 18
15867 13847 39
4345 12858 42
17613 3163 91
17106 1301 58
6841 2146 57
17979 11070 97
2538 10367 57
13777 16630 3
11418 5089 3
5355 15810 12
11817 17365 38
5966 14246 39
15615 4903 85
18644 5451 42
12206 19547 10
18857 3023 92
19665 8611 49
8354 13469 8
19337 1352 30
7986 2046 69
17789 578 69
15174 1422 99
18760 17397 89
6476 4500 22
16977 1603 63
12389 19269 70
19057 11218 100
6957 5379 100
1683 5697 12
15905 6509 94
11841 2064 6
4393 14204 10
6361 13326 7
13119 14694 19
15722 8858 92
3932 2732 82
19925 12863 63
9394 11652 65
3255 5178 77
15375 6560 55
8598 17543 6
4937 867 85
2518 7755 20
13050 14532 88
10169 12972 13
3342 15154 20
2785 19841 69
5908 12769 10
4414 244 61
10625 618 3
8645 16035 12
14829 16971 20
9571 7132 65
6197 17382 11
1348 4448 63
3786 18085 10
2226 17771 83
18901 6093 8
15108 13037 26
11948 14062 27
19912 3620 53
17978 12296 17
10483 13627 90
5295 18646 84
13793 4369 45
12057 613 73
7627 13078 69
15335 8795 70
12807 4933 41
12423 734 74
14439 1783 11
15383 13042 39
3706 936 20
12803 14537 36
4066 2057 52
7136 677 97
18882 18261 96
7572 13560 71
9659 2509 37
12772 1060 100
15504 13544 24
16818 10898 67
9353 16482 77
1960 11850 2
14195 12472 10
552 6099 81
2888 363 96
3748 15632 44
15666 3142 63
17090 13921 91
2028 19075 80
15941 10677 94
17194 8763 52
18781 5271 25
509 444 30
11788 13265 72
16215 3817 98
19287 16796 12
13416 17492 25
17414 4244 95
8503 18951 96
7373 15326 95
1253 11161 37
3935 16932 38
8720 11822 25
7754 11368 2
1405 4118 92
14151 8844 55
14735 2472 21
14699 13931 19
958 5503 42
17249 14821 73
8425 3508 90
11561 1144 21
5458 8228 10
12855 12233 100
11596 11022 48
15182 3429 36
7716 336 42
15944 2449 65
2396 2072 65
3438 16784 68
7805 5183 58
19217 15487 44
19687 11856 48
14726 854 56
5226 12086 95
14768 18210 25
8207 8245 11
8039 17779 85
15303 1431 5
14864 18787 50
515 9587 14
8238 18911 69
7280 240 54
8782 5836 16
508 1420 5
3848 14177 75
13465 3837 6
18168 15519 64
9955 16806 33
2496 4340 86
6814 16129 87
8847 7377 45
4336 9361 13
3277 9407 88
12005 858 31
9008 7617 89
599 19010 49
14619 18696 18
2885 17017 17
15232 16814 20
19773 3261 18
2041 3435 76
9377 11614 41
8472 7053 85
18344 539 65
5366 11570 20
10372 64 14
5537 5997 24
11556 17838 44
8394 14377 28
14338 16620 36
18733 12593 17
2585 8643 15
12078 19312 28
14119 9915 59
6820 4493 9
19990 4929 19
16367 4739 14
18842 2255 27
13036 14135 48
2867 16019 73
18560 2966 57
8806 18149 3
16755 17975 84
9017 5897 33
92 10629 68
9237 2898 41
13383 1735 47
876 18501 77
8118 378 66
4370 12494 52
12198 218 75
14150 8224 19
9833 11773 5
18251 4148 8
13696 17624 100
10550 586 84
12287 10530 59
6080 4852 69
10878 3949 3
12578 18764 9
17871 2270 56
13474 1055 98
5548 9201 32
5980 14462 74
6327 12582 89
2268 10888 59
8650 3214 46
19084 4677 55
3709 4947 19
7157 9112 2
1731 9907 56
134 11720 20
15305 19999 25
1950 18214 12
6603 14718 57
10436 1525 59
6873 17894 90
14780 9089 48
16163 4186 11
4413 19156 27
6096 11706 2
4166 12921 100
7242 6646 41
15842 1936 42
17951 2899 96
4875 9051 69
15152 13258 10
4255 2269 6
10029 18845 79
7120 5800 9
12932 10546 27
4833 6956 45
50 17668 44
14802 2090 41
4136 1799 1
19968 13230 23
3108 14962 33
14257 15130 99
13700 17467 70
6481 10347 23
7369 6070 98
8540 6557 95
12551 17642 19
7739 9523 4
17783 14353 2
173 16321 35
3298 5009 6
8576 19433 15
8348 14280 90
9914 7040 65
18800 5793 28
19923 19301 65
12739 17485 37
19982 4348 9
1215 8642 42
18182 14950 35
17623 12804 81
13629 271 28
15873 6710 52
15455 14742 41
803 16852 33
19809 16448 68
13829 2712 3
3938 14736 35
9981 15704 51
333 15619 94
14511 16338 5
5933 6514 39
13239 5592 92
5624 18399 66
5293 13065 13
16334 7907 88
14741 19107 2
12095 11229 99
7864 13221 42
1890 17622 36
15504 7706 25
6106 18376 67
14692 12567 68
14047 8091 21
8731 4063 11
1439 12252 3
15710 9645 40
5130 14870 33
5083 1081 51
17800 12974 2
5544 12877 76
17543 16745 24
18354 13660 33
18522 13949 77
13482 5872 41
11281 16242 70
18378 19619 26
1970 2905 50
3792 4648 70
2209 9781 27
2499 5419 38
13901 3184 69
14267 12566 75
8242 704 34
33 3270 49
1717 10884 31
19437 14786 57
14371 760 79
4462 4595 70
11067 8376 56
2725 7064 65
16552 10874 95
19440 10362 4
413 12179 55
6617 306 7
10233 4687 74
405 2805 9
15632 1844 81
7275 16432 69
18735 10779 49
972 5764 5
18484 4152 71
9773 6007 8
86 7792 39
12544 13802 2
8195 14482 63
15024 15335 84
13024 15148 71
10075 5217 6
14312 10046 20
5187 18810 12
9548 14667 48
4579 17505 46
16414 6948 5
16726 17266 35
13841 18465 64
14957 4685 87
3347 12923 96
3013 17951 94
1752 16814 78
2129 13242 36
13620 5160 63
5580 13420 89
15235 18613 45
10218 2486 11
14811 18319 56
11033 13802 58
19741 5981 33
18661 19854 36
342 435 88
12442 11774 39
9961 11785 87
3324 5809 91
18822 7417 37
17508 2056 1
9482 200 69
17203 16267 61
4566 17925 21
705 11893 23
2133 13360 53
6072 15364 10
6327 10599 4
12180 3111 80
10329 9414 41
14598 67 54
2041 2405 43
1180 10168 29
4513 7374 65
11888 8118 79
151 19480 64
19824 10684 28
8548 293 89
4017 6472 98
3392 12747 79
10978 7297 38
8979 14832 65
7766 16306 46
16673 5183 53
12922 6016 90
484 1394 91
12279 15123 44
18592 6741 28
13752 14384 54
14702 5185 51
19233 1757 54
19252 3934 30
14590 4489 15
18231 456 91
332 11791 89
15592 3445 65
4577 10498 3
17122 19180 49
10432 15174 12
4202 4696 30
9433 6246 66
19173 19399 95
14947 4963 94
13960 14124 73
575 13370 55
1802 9541 78
14610 7814 7
13307 16981 66
19360 3552 81
5727 19750 8
3787 888 50
8976 1274 23
19242 19701 42
9724 15304 83
1240 7216 36
19259 1811 81
2083 8209 84
5952 13376 1
5169 17854 54
4506 10280 35
19701 17810 63
5684 14516 14
10191 8370 15
1911 250 48
6141 8154 84
9626 1791 26
9298 18297 5
5421 17889 65
10838 68 45
13060 17633 61
12524 15954 6
14149 16486 6
1159 11672 14
7388 16711 92
7058 11353 59
16627 14793 82
521 19424 86
4700 668 61
15128 19658 78
9890 14061 50
5087 11741 93
788 16362 97
5739 8961 61
15960 8244 37
15232 1107 18
6489 7991 73
18699 17692 79
1656 5755 8
12360 4736 39
16626 2096 97
1015 15801 60
13394 3573 70
10626 16083 63
19871 1393 48
7422 12272 87
19470 17137 72
4851 5256 39
13852 1774 2
3121 15957 85
4241 5555 38
16253 286 2
4543 3343 20
18617 8919 15
3174 1938 29
14900 2008 54
6544 13763 53
4555 7757 37
7014 15352 4
14062 503 32
14811 8292 2
17094 18033 99
2655 1674 78
13730 19937 98
17071 17259 93
6318 17039 64
9790 12140 65
9836 3069 95
6479 4409 41
11003 16527 14
12228 16507 100
16263 9234 89
11013 11438 29
18501 5943 96
12932 15305 24
15836 13231 31
16414 12476 97
16377 19441 12
12452 16481 80
10856 2331 53
17656 1892 9
3926 1416 84
10267 15162 99
8736 5008 10
2629 9758 86
4640 19067 63
14357 6887 80
6786 12316 84
11540 4824 59
3477 9173 1
9784 14737 92
13714 6571 35
17192 16083 62
11836 1198 36
838 5381 75
4297 3069 55
7517 1288 67
2122 4271 45
1645 13255 7
17150 10118 22
18195 19598 28
9140 6410 96
18022 3863 69
13240 12277 32
13109 17807 13
9138 5275 29
18026 3409 69
4125 2611 16
10699 19519 64
14157 10225 6
5640 12243 43
15047 431 26
12400 4942 48
13587 18353 92
16263 9164 43
4564 18681 85
13499 13259 24
14757 4206 19
18074 18268 12
2534 8777 15
278 12059 43
2438 11174 47
616 17235 25
6808 4051 26
15632 7148 40
15628 5424 75
17150 3639 56
15400 706 78
10289 12678 28
6348 6680 88
17632 8343 28
16536 19212 35
14753 1608 76
4578 9546 10
10231 16241 37
13932 8991 52
3030 11285 64
14820 2042 37
5157 3665 12
16732 6259 99
10824 15233 100
8489 7684 11
9613 10048 57
14358 4135 8
1360 15872 63
7258 12237 34
9598 19173 97
2062 6165 29
17784 2983 48
435 3907 83
9832 3554 50
14446 1204 52
9640 17712 89
6221 14566 45
17137 2025 13
14932 10706 98
4328 7821 81
7379 18505 89
15891 4192 56
8691 15522 45
13181 16326 7
10452 9460 44
12259 2096 50
3530 465 98
10260 11945 88
6990 17850 98
9844 17868 1
17516 1780 26
8260 1810 49
18557 12507 32
7708 2283 82
10499 11099 42
14094 11183 81
16227 19560 89
15243 10992 20
10255 19457 40
14892 5397 42
6023 7908 14
17375 19767 13
2503 2946 2
17057 8271 49
18344 5189 90
8369 8053 93
6534 10343 79
14569 11093 46
12681 16747 21
19139 10508 22
2832 12239 62
6428 9447 38
2335 708 75
4345 17509 81
9888 3439 37
5804 8128 66
19900 16133 28
18593 8263 17
9515 1765 9
17947 9422 85
5389 16429 36
13752 4885 7
2703 17164 89
12562 11982 28
8770 16326 55
6638 744 29
14593 11318 42
4574 17889 41
4048 9415 34
14853 17019 47
15250 6695 40
10357 14251 53
16570 2204 20
10654 1825 41
4352 17237 55
2577 9701 8
11660 10656 13
15961 19623 1
9350 15777 75
13459 19255 51
16387 15137 49
17578 12608 3
16517 9166 72
15226 14094 26
14964 10957 96
17929 11671 4
7572 13155 66
1077 12653 81
5828 9857 73
10863 13469 35
11824 1802 63
4202 8849 56
5070 6094 63
2608 10897 26
8773 9913 67
8214 12894 48
11866 6827 37
2685 18015 49
19698 7267 36
9535 6793 40
3622 13322 63
12425 11947 48
9814 19999 63
7499 10281 66
6458 5958 34
11114 11839 16
12402 14000 49
19573 17703 9
2302 237 90
6748 5903 62
6378 2238 75
18140 10417 34
18015 5580 82
3607 2881 68
7491 9937 98
9211 14857 54
19635 7779 75
19387 13712 61
7843 1994 74
19835 19737 37
12531 14631 30
8324 762 90
3772 6040 57
17776 15336 77
3306 16788 72
14618 2173 87
13706 5989 89
17734 2319 27
6659 190 76
5349 11184 99
18695 1312 81
10866 13873 11
7659 6161 27
11745 10691 23
11257 3920 19
3759 9303 26
5068 3703 53
8576 7918 69
11209 1467 25
8499 5312 85
12243 5833 28
10575 10420 89
225 3189 19
13930 7118 94
8719 11956 21
16634 8668 89
310 88 99
16751 19496 54
5191 9856 71
10222 11832 94
3514 12254 8
3218 16581 78
13845 114 15
4131 6395 94
6832 13845 39
1710 18515 57
8365 17451 100
11957 15123 40
12750 15867 81
5493 15290 21
10892 1234 18
1024 16258 41
12852 12975 96
12777 720 60
1467 2121 54
3964 5970 25
17279 10943 11
15496 1102 49
7816 2790 95
44 12472 42
6695 2269 39
18006 14616 82
18386 4495 54
6282 16628 2
11883 15269 28
7321 5788 17
10619 17546 23
7230 791 93
18221 15954 93
6270 13371 56
11694 17393 10
12737 9304 22
15922 15807 76
13001 11202 66
18139 10859 51
15075 9511 61
13284 12464 7
4225 19784 79
9010 17501 43
17811 4136 69
9456 12884 97
9263 273 67
15243 3329 40
9223 14600 82
9848 8074 72
14001 4400 30
1082 11951 72
8385 15905 96
5112 1758 39
4895 7165 22
5158 14979 89
7834 6590 93
1563 1137 59
19552 10147 23
3416 5111 87
8025 5489 95
9852 6442 36
2965 7508 12
11611 1486 76
19604 6779 12
17832 9929 11
15372 17201 1
8065 16420 41
10212 12801 19
19268 1215 26
2426 15953 22
8823 4627 9
14157 2818 99
6241 9885 58
16727 8271 47
2578 13053 54
5404 3390 69
4124 18060 29
6468 12132 29
11838 11444 39
14054 8108 93
12174 6681 27
16215 2210 89
17116 5047 80
11542 2313 43
2476 3877 50
1928 19601 69
11780 2234 85
2130 6176 36
10933 4673 21
7204 2888 38
15249 17615 88
16292 3454 78
855 19559 56
6570 1718 75
1186 13778 89
8819 19089 87
15696 11007 91
18463 7518 29
16703 14744 50
6992 9317 57
12040 8517 47
572 18982 12
1137 6076 90
1976 18412 24
590 15461 2
4681 17899 54
2228 3522 39
19435 14772 71
18526 12096 19
17966 9573 54
9915 13628 62
1624 147 36
5146 19227 40
15599 787 67
14459 19862 35
7864 676 41
6499 11475 30
14492 1302 23
14785 12875 35
5406 1577 64
13172 9908 18
4001 11293 76
286 19071 88
1513 6316 9
17166 2825 98
8846 9304 80
10306 17062 97
12196 10384 56
3575 3023 69
2066 10372 36
19582 1957 57
10543 10507 33
18045 18784 5
10983 2825 44
2899 11493 13
4722 13916 45
12017 18082 6
15160 10443 6
17449 16124 65
4460 6691 19
6613 16964 14
5504 18573 31
18770 8368 65
11150 6343 44
3702 19176 12
9780 12812 5
5912 4232 12
18965 238 13
17950 4764 58
1561 19023 53
18492 6020 82
7786 11460 59
10812 125 72
19987 19546 48
1067 12594 80
8062 15594 27
14712 8133 87
14962 6982 93
13466 19682 98
3363 6240 48
6488 9639 56
9200 17489 7
19971 12050 49
8221 2111 33
1229 3594 72
7389 2867 94
224 11932 1
14501 8352 83
19265 13760 49
11173 1274 89
15584 3052 48
4493 9335 42
7845 3852 73
19552 2659 98
12559 1263 64
8862 14832 88
1739 8493 31
8846 6874 28
11148 14873 44
14101 11055 40
18846 7504 73
9805 13591 59
17476 11828 24
14369 5421 35
371 2511 44
8402 1630 25
13904 6488 46
10195 8850 79
7380 12080 37
18446 4311 79
9370 16441 56
3991 14693 8
11846 5726 8
7033 19522 59
16976 14871 44
18608 393 54
11084 4698 72
11066 18621 72
9785 18350 34
9888 11884 88
8251 17797 88
15769 6326 78
18763 11129 31
6179 1057 95
17436 14075 70
15247 4444 63
15485 5138 55
19316 19876 19
12892 16657 61
12227 18231 78
6704 4538 79
850 12943 35
19751 2777 46
7786 16001 31
7116 3304 82
14669 2987 68
4782 17989 96
17026 9238 7
11971 15270 66
1342 979 72
1755 9679 28
375 4694 71
18680 8293 67
18732 7321 96
966 10241 14
18578 12258 39
12246 19664 85
970 19644 69
9098 857 62
9123 5514 41
7995 9585 27
14308 9726 87
8666 12108 96
3532 17759 51
11944 10667 63
15178 1834 81
18614 16598 12
5474 18413 26
19979 14485 93
13765 2653 3
15536 15673 52
999 4133 85
2100 19650 80
6567 2327 79
7067 8597 48
6096 3289 21
1031 11694 47
7590 19330 14
17428 5456 61
15428 15189 99
10475 19786 7
17426 18185 10
19050 12991 76
17583 3020 16
12060 5307 29
957 10650 3
10899 17802 25
14121 11041 8
11674 18955 39
19292 19444 59
5818 11664 3
1124 6708 40
2016 18112 8
15308 10525 97
5417 11428 72
3894 8742 22
3618 16753 44
5205 8756 15
9032 11086 34
11486 14189 3
17462 11745 40
4165 19816 96
10598 8703 83
9774 8811 98
18206 6686 57
2853 1379 60
7617 5991 81
19951 17774 32
1670 7166 29
15697 7415 40
4349 17097 67
14861 18070 44
16331 580 56
16617 8182 98
3786 4994 10
713 15908 6
8673 14460 98
7794 6983 60
9114 11542 23
3699 17409 90
14466 9793 43
595 15414 21
4990 14185 39
5397 12977 77
19584 19152 27
3910 7947 60
1297 11356 61
16071 12819 75
4598 9869 59
12593 5860 75
14172 6920 85
10570 11979 23
970 9814 45
12920 16604 13
2658 16444 27
15908 15084 80
7713 18001 4
6961 2338 97
12663 16937 2
15169 9651 44
3014 4038 53
14766 3769 53
1518 4765 7
13651 11756 59
16193 2410 72
14757 5612 75
15870 17406 28
15148 4424 82
16917 4465 79
8055 14593 3
3718 19691 15
16811 4921 66
17629 11692 43
18435 4329 40
13080 2253 64
296 9586 10
6782 14803 22
19894 11832 33
13332 7719 38
9593 19889 64
13416 183 59
18430 1725 29
11451 1930 38
18665 11527 14
14615 2901 83
3212 15097 73
4239 9564 34
9004 6448 83
1509 7471 3
6365 16623 67
7534 10206 39
6694 17506 97
13140 5089 100
9965 17088 29
17562 7744 60
16447 2584 74
4117 17381 58
11122 432 48
17379 3567 64
3335 15963 23
1561 3893 3
1061 1038 26
19210 2074 64
13143 6301 14
4230 8614 3
15550 16444 34
10365 2217 77
18727 15135 65
4315 3123 50
14174 15480 49
14279 11917 12
15078 935 73
2337 17196 15
16123 6771 35
6289 9562 29
4710 17607 86
9976 13093 28
6363 13036 34
3515 10800 90
11695 14071 61
7528 15758 43
